ID,n.ACWO,n.ALHU,n.AMCO,n.AMCR,n.AMGO,n.AMKE,n.AMRO,n.ANHU,n.ATFL,n.YRWA,n.BARS,n.BCNH,n.BEKI,n.BEWR,n.BGGN,n.BHCO,n.BHGR,n.BLPH,n.BRBL,n.BRCR,n.BTPI,n.BTYW,n.BUOR,n.BUSH,n.CALT,n.CAQU,n.CATH,n.CAVI,n.CBCH,n.CEDW,n.CHSP,n.CLSW,n.COGO,n.COHA,n.CORA,n.COYE,n.DCCO,n.DEJU,n.DOWO,n.EUST,n.FOSP,n.GBHE,n.GCKI,n.GCSP,n.GHOW,n.GOEA,n.GREG,n.GRHE,n.GRSP,n.HAWO,n.HETH,n.HOFI,n.HOWR,n.HUVI,n.KILL,n.LASP,n.LAZB,n.LEGO,n.LISP,n.MALL,n.MERL,n.MODO,n.NAWA,n.NOFL,n.NOHA,n.NOMO,n.NRWS,n.NUWO,n.OATI,n.OCWA,n.OSFL,n.OSPR,n.PBGR,n.PEFA,n.PISI,n.PSFL,n.PUFI,n.PYNU,n.RBNU,n.RBSA,n.RCKI,n.RECR,n.RODO,n.RSHA,n.RTHA,n.RWBL,n.SAPH,n.SAVS,n.SORA,n.SOSP,n.SPTO,n.SSHA,n.STJA,n.SWTH,n.TOWA,n.TRES,n.TUVU,n.UACC,n.UCSP,n.UNFI,n.UNHU,n.UNSW,n.UNWA,n.UNWO,n.USWI,n.VASW,n.VATH,n.VESP,n.VGSW,n.VIRA,n.WAVI,n.WBNU,n.WCSP,n.WEBL,n.WEME,n.WESJ,n.WETA,n.WEWP,n.WISN,n.WITU,n.WIWA,n.PAWR,n.WODU,n.WREN,n.WTKI,n.WTSW,n.YEWA,nbirds,richness,Point,Date,Year,Month,Day_of_year,StartTime,CloudCover,EstimatedTemperature,EstimatedWindVelocity,Observer,secondary.observers,Recorder,coords.x1,coords.x2,lc.50,forest.50,forest.100,forest.250,wetland.50,wetland.100,wetland.250,grassland.50,grassland.100,grassland.250,shrub.50,shrub.100,shrub.250,water.50,water.100,water.250,maxtemp_F,mintemp_F,precip_mm,PDSI,Palmer_Z,Z_1yr,Z_2yr,Z_3yr,Z_4yr,Z_5yr
2009-01-28 -P 11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,1/28/2009,2009,1,28,852,0,46,0,Peter LaTourette,,E. Ehmke,-122.2284434,37.39931872,Forest,0.728,0.473,0.357,0,0,0,0,0.027,0.107,0.272,0.5,0.537,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,1/28/2009,2009,1,28,905,0,44,0,Peter LaTourette,,E. Ehmke,-122.2253485,37.40012986,Mixed,0.465,0.438,0.229,0,0,0,0.254,0.188,0.143,0.281,0.374,0.627,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,2,1/28/2009,2009,1,28,901,0,46,1,MARY ANN ALLEN,,Jan Talbert,-122.2420725,37.40504976,Mixed,0,0.047,0.254,0,0,0,0.696,0.782,0.628,0.304,0.171,0.081,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,1/28/2009,2009,1,28,824,0,34,1,MARY ANN ALLEN,,Jan Talbert,-122.2383585,37.40971611,Forest,1,0.867,0.696,0,0,0,0,0.09,0.2,0,0.043,0.048,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,28,1/28/2009,2009,1,28,1005,0,46,1,MARY ANN ALLEN,,Jan Talbert,-122.2343224,37.39824835,Wetland,0.167,0.21,0.213,0.818,0.598,0.416,0.009,0.127,0.149,0.006,0.064,0.098,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1/28/2009,2009,1,28,926,0,55,0,Peter LaTourette,,E. Ehmke,-122.2261943,37.40287812,Mixed,0.615,0.38,0.247,0,0,0,0.3,0.318,0.309,0.085,0.302,0.444,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,1/28/2009,2009,1,28,921,0,42,1,MARY ANN ALLEN,,Jan Talbert,-122.2398965,37.40091423,Wetland,0.215,0.237,0.143,0.785,0.744,0.61,0,0.019,0.131,0,0,0.006,0,0,0.056,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,5,1/28/2009,2009,1,28,934,0,42,1,MARY ANN ALLEN,,Jan Talbert,-122.2368565,37.40026408,Wetland,0,0.069,0.167,1,0.884,0.597,0,0.045,0.106,0,0.002,0.051,0,0,0.02,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1/28/2009,2009,1,28,1003,0,59,0,Peter LaTourette,,E. Ehmke,-122.2341497,37.40268131,Shrub,0.05,0.074,0.185,0,0,0.027,0,0,0.064,0.95,0.926,0.7,0,0,0.024,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1/28/2009,2009,1,28,943,0,52,0,Peter LaTourette,,E. Ehmke,-122.2307194,37.40359685,Shrub,0.095,0.266,0.236,0,0,0,0,0,0,0.905,0.734,0.764,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,8,1/28/2009,2009,1,28,843,0,42,1,MARY ANN ALLEN,,Jan Talbert,-122.241403,37.4081603,Mixed,0.279,0.473,0.668,0,0,0,0.658,0.509,0.268,0.063,0.018,0.018,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-01-28 -P 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1/28/2009,2009,1,28,814,0,32,0,Peter LaTourette,,E. Ehmke,-122.2310957,37.39712356,Mixed,0.581,0.405,0.266,0.299,0.159,0.181,0,0.057,0.201,0.12,0.379,0.339,0,0,0,18.64,0.972,0,-3.61,-3.01,-1.0025,-1.355,-0.722777778,-0.369375,-0.3575
2009-02-18 -P 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,2/18/2009,2009,2,49,904,0,44,0,TED CHANDIK,,MARION SMITH,-122.2301359,37.40801194,Forest,0.944,0.937,0.695,0,0,0,0.056,0.04,0.097,0,0.023,0.207,0,0,0,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-18 -P 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,20,2/18/2009,2009,2,49,845,0,42,0,TED CHANDIK,,MARION SMITH,-122.2318332,37.40595381,Shrub,0.196,0.178,0.322,0,0,0,0,0.022,0.006,0.804,0.8,0.672,0,0,0,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-18 -P 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,2/18/2009,2009,2,49,823,0,44,0,TED CHANDIK,,MARION SMITH,-122.235004,37.40774166,Forest,0.972,0.812,0.601,0,0,0,0,0,0.039,0.028,0.188,0.352,0,0,0.008,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-18 -P 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,5,23,2/18/2009,2009,2,49,925,0,48,0,TED CHANDIK,,MARION SMITH,-122.2259759,37.40845328,Forest,0.728,0.785,0.767,0,0,0,0.272,0.215,0.224,0,0,0.009,0,0,0,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-18 -P 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,24,2/18/2009,2009,2,49,,0,44,0,TED CHANDIK,,MARION SMITH,-122.2225145,37.41065679,Forest,1,0.956,0.779,0,0,0,0,0,0.106,0,0.043,0.061,0,0,0,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-18 -P 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2/18/2009,2009,2,49,1020,0,45,0,TED CHANDIK,,MARION SMITH,-122.2270843,37.41064937,Forest,1,0.926,0.858,0,0,0,0,0.074,0.139,0,0,0.003,0,0,0,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-18 -P 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,2/18/2009,2009,2,49,,0,46,0,TED CHANDIK,,MARION SMITH,-122.2309192,37.41066399,Forest,1,0.915,0.702,0,0,0,0,0.085,0.263,0,0,0.007,0,0,0,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-18 -P 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,27,2/18/2009,2009,2,49,1055,0,48,0,TED CHANDIK,,MARION SMITH,-122.2358986,37.41089387,Forest,1,0.95,0.51,0,0,0,0,0.037,0.267,0,0.013,0.056,0,0,0,14.5,11.56,18.8,-3.61,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-25 -P 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,2/25/2009,2009,2,56,817,5,50,1,SONNY MENCHER,,PHIL LEIGHTON,-122.2390845,37.40605149,Mixed,0.343,0.383,0.45,0,0.001,0.011,0.657,0.462,0.261,0,0,0.092,0,0.154,0.187,17.23,10.36,0,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-25 -P 2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,2/25/2009,2009,2,56,919,60,61,2,SONNY MENCHER,,PHIL LEIGHTON,-122.2420725,37.40504976,Mixed,0,0.047,0.254,0,0,0,0.696,0.782,0.628,0.304,0.171,0.081,0,0,0,17.23,10.36,0,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-25 -P 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,21,2/25/2009,2009,2,56,837,5,50,1,SONNY MENCHER,,PHIL LEIGHTON,-122.2383585,37.40971611,Forest,1,0.867,0.696,0,0,0,0,0.09,0.2,0,0.043,0.048,0,0,0,17.23,10.36,0,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-25 -P 28,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,28,2/25/2009,2009,2,56,1018,80,60,1,SONNY MENCHER,,PHIL LEIGHTON,-122.2343224,37.39824835,Wetland,0.167,0.21,0.213,0.818,0.598,0.416,0.009,0.127,0.149,0.006,0.064,0.098,0,0,0,17.23,10.36,0,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-25 -P 4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,2/25/2009,2009,2,56,940,75,60,1,SONNY MENCHER,,PHIL LEIGHTON,-122.2398965,37.40091423,Wetland,0.215,0.237,0.143,0.785,0.744,0.61,0,0.019,0.131,0,0,0.006,0,0,0.056,17.23,10.36,0,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-25 -P 5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,5,2/25/2009,2009,2,56,954,60,64,1,SONNY MENCHER,,PHIL LEIGHTON,-122.2368565,37.40026408,Wetland,0,0.069,0.167,1,0.884,0.597,0,0.045,0.106,0,0.002,0.051,0,0,0.02,17.23,10.36,0,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-25 -P 8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,2/25/2009,2009,2,56,859,40,57,2,SONNY MENCHER,,PHIL LEIGHTON,-122.241403,37.4081603,Mixed,0.279,0.473,0.668,0,0,0,0.658,0.509,0.268,0.063,0.018,0.018,0,0,0,17.23,10.36,0,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-27 -P 10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,2/27/2009,2009,2,58,859,90,50,0,Peter LaTourette,,P. LaTourrette,-122.2321885,37.39993876,Forest,0.919,0.589,0.395,0,0,0.007,0.054,0.325,0.232,0.027,0.086,0.367,0,0,0,13.38,7.53,22.1,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
2009-02-27 -P 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,2/27/2009,2009,2,58,920,85,50,0,Peter LaTourette,,P. LaTourrette,-122.2284434,37.39931872,Forest,0.728,0.473,0.357,0,0,0,0,0.027,0.107,0.272,0.5,0.537,0,0,0,13.38,7.53,22.1,-3.52,1.28,-1.659166667,-1.346666667,-0.826388889,-0.472916667,-0.375833333
